,Ward,Precinct_x,Winner,2nd,3rd,4th,Flaherty,St. Guillen,Wu,Mejia,Murphy,Garrison,Halbert,Essaibi-George,Total,Write-in,Wu Percentage,Ward_Precinct_Code,Black plurality (Y/N),Unnamed: 0_y,Precinct_y,Total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total.1,White (alone),Black or African American (alone),Hispanic or Latino (alone),American Indian and Alaska Native (alone),Asian (alone),Native Hawaiian and Other Pacific Islander (alone),Some Other Race/Ethnicity (alone),Two or More Races/Ethnicities (alone),Black Percentage,Native American Percentage,Asian Percentage,Native Hawaiian/Pacific Islander Percentage,Other Race Percentage,Two or more races Percentage,Hispanic Percentage,White Percentage,Turnout,White plurality (Y/N),Asian plurality (Y/N),Hispanic plurality (Y/N)
74,10,6,Wu,Mejia,St. Guillen,Essaibi-George,52,79,109,100,15,25,31,68,479,0,22.7557411273486,1006,N,88,1006,1706,606,564,12,133,0,285,106,1706,386,472,665,1,130,0,6,46,33.0597889800703,0.703399765533412,7.79601406799531,0,16.7057444314185,6.21336459554514,38.9800703399765,35.5216881594373,0.0638921453692849,N,N,Y
75,8,3,Wu,Essaibi-George,Flaherty,Garrison,57,30,86,50,9,53,28,64,378,1,22.7513227513227,0803,Y,73,0803,1269,266,715,10,52,0,169,57,1269,180,658,325,6,51,0,21,28,56.3435776201734,0.788022064617809,4.09771473601261,0,13.317572892041,4.49172576832151,25.6107171000788,20.9613869188337,0.0677698975571316,N,N,N
76,21,14,Wu,Essaibi-George,St. Guillen,Flaherty,48,51,89,42,23,38,25,73,392,3,22.7040816326531,2114,N,239,2114,1528,1253,44,2,175,0,20,34,1528,1197,42,83,2,175,0,2,27,2.87958115183246,0.130890052356021,11.4528795811518,0,1.30890052356021,2.22513089005236,5.43193717277487,82.0026178010471,0.0582460732984293,Y,N,N
77,4,10,Wu,Mejia,Essaibi-George,St. Guillen,18,19,32,25,8,10,7,22,141,0,22.6950354609929,0410,N,40,0410,5545,4247,359,6,601,5,155,172,5545,4098,328,350,3,592,4,19,151,6.47430117222723,0.108205590622182,10.8385933273219,0.0901713255184851,2.79531109107304,3.10189359783589,6.31199278629396,76.5915238954013,0.00577096483318305,Y,N,N
78,3,3,Wu,Flaherty,Essaibi-George,St. Guillen,117,54,130,43,49,50,29,103,575,0,22.6086956521739,0303,N,25,0303,2362,2234,13,6,68,0,19,22,2362,2177,12,74,5,67,0,6,21,0.550381033022862,0.254022015241321,2.87891617273497,0,0.804403048264183,0.931414055884843,3.13293818797629,94.5808636748518,0.0550381033022862,Y,N,N
79,21,11,Wu,Essaibi-George,Mejia,St. Guillen,77,95,160,104,46,54,57,114,709,2,22.5669957686883,2111,N,236,2111,2664,1982,82,4,465,0,67,64,2664,1890,76,161,2,465,0,18,52,3.07807807807808,0.15015015015015,17.4549549549549,0,2.51501501501502,2.4024024024024,6.04354354354354,74.3993993993994,0.0600600600600601,Y,N,N
80,18,11,Wu,Essaibi-George,Mejia,St. Guillen,85,91,161,109,40,62,49,114,716,5,22.4860335195531,1811,Y,180,1811,1410,415,707,9,29,0,194,56,1410,298,664,390,4,28,0,7,19,50.1418439716312,0.638297872340425,2.05673758865248,0,13.758865248227,3.97163120567376,27.6595744680851,29.4326241134752,0.114184397163121,N,N,N
81,10,8,Wu,Essaibi-George,Mejia,St. Guillen,154,171,260,174,36,95,82,185,1157,0,22.4719101123595,1008,N,90,1008,2779,1583,582,4,394,2,122,92,2779,1407,538,385,4,390,1,7,47,20.9427851745232,0.143936667866139,14.1777617848147,0.0719683339330695,4.39006836991724,3.3105433609212,13.8539042821159,56.9629363080245,0.0935588341129903,Y,N,N
82,18,12,Wu,Essaibi-George,Flaherty,Mejia,164,94,215,102,97,68,48,167,957,2,22.466039707419,1812,N,181,1812,1777,951,600,11,40,1,114,60,1777,803,561,342,8,38,1,3,21,33.7647720877884,0.619020821609454,2.25098480585256,0.056274620146314,6.4153066966798,3.37647720877884,19.2459200900394,53.5171637591446,0.120990433314575,Y,N,N
83,18,7,Wu,Essaibi-George,Flaherty,St. Guillen,129,114,187,101,49,57,47,151,836,1,22.3684210526316,1807,N,176,1807,1688,621,653,18,62,0,277,57,1688,410,584,587,8,59,0,17,23,38.6848341232227,1.06635071090047,3.67298578199052,0,16.4099526066351,3.37677725118483,34.7748815165877,36.7890995260664,0.110781990521327,N,N,N
84,4,4,Wu,Essaibi-George,St. Guillen,Flaherty,140,143,217,92,59,72,77,169,971,2,22.3480947476828,0404,N,34,0404,2256,1625,358,5,143,1,54,70,2256,1520,337,199,3,143,1,8,45,15.8687943262411,0.221631205673759,6.3386524822695,0.0443262411347518,2.3936170212766,3.10283687943262,8.8209219858156,72.0301418439716,0.0961879432624113,Y,N,N
85,14,8,Wu,Flaherty,Essaibi-George,Mejia,89,34,113,79,18,60,30,83,507,1,22.2879684418146,1408,Y,128,1408,1494,147,1206,2,12,1,84,42,1494,93,1162,190,2,11,0,5,31,80.7228915662651,0.133868808567604,0.803212851405622,0.0669344042838019,5.62248995983936,2.81124497991968,12.7175368139224,9.83935742971888,0.0756358768406961,N,N,N
86,22,13,Wu,Flaherty,Essaibi-George,St. Guillen,114,73,138,54,56,47,38,102,623,1,22.1508828250401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,20,1,Wu,Essaibi-George,St. Guillen,Mejia,154,184,283,158,98,94,105,199,1279,4,22.1266614542611,2001,N,206,2001,1872,1672,79,4,55,0,44,18,1872,1603,71,115,1,54,0,13,15,4.22008547008547,0.213675213675214,2.93803418803419,0,2.35042735042735,0.961538461538462,6.14316239316239,89.3162393162393,0.151175213675214,Y,N,N
88,9,5,Wu,Essaibi-George,Mejia,Flaherty,180,139,291,192,35,164,78,237,1316,0,22.112462006079,0905,Y,82,0905,2282,357,1491,29,51,0,211,143,2282,226,1380,507,14,50,0,22,83,65.3374233128834,1.27081507449606,2.23488168273444,0,9.24627519719544,6.26643295354952,22.2173531989483,15.6441717791411,0.127519719544259,N,N,N
89,12,6,Wu,Flaherty,Essaibi-George,Garrison,73,33,94,51,9,60,35,70,426,1,22.0657276995305,1206,Y,107,1206,858,41,693,6,9,0,65,44,858,21,659,134,5,9,0,10,20,80.7692307692308,0.699300699300699,1.04895104895105,0,7.57575757575758,5.12820512820513,15.6177156177156,4.77855477855478,0.10955710955711,N,N,N
90,21,10,Wu,Essaibi-George,Flaherty,St. Guillen,114,97,169,93,51,54,64,118,767,7,22.0338983050847,2110,N,235,2110,2112,1504,152,2,313,1,74,66,2112,1399,134,214,1,311,1,7,45,7.1969696969697,0.0946969696969697,14.8200757575758,0.0473484848484848,3.50378787878788,3.125,10.1325757575758,71.2121212121212,0.0800189393939394,Y,N,N
91,18,19,Wu,Flaherty,Essaibi-George,Mejia,261,134,293,137,130,97,56,225,1338,5,21.898355754858,1819,Y,188,1819,2594,1046,1180,8,70,3,199,88,2594,864,1125,467,3,68,0,17,50,45.4895913646877,0.30840400925212,2.69853508095605,0.115651503469545,7.67154973014649,3.39244410177332,18.0030840400925,40.3238242097147,0.112952968388589,N,N,N
92,10,9,Wu,St. Guillen,Mejia,Essaibi-George,109,260,285,234,48,53,116,198,1308,5,21.7889908256881,1009,N,91,1009,2265,1646,182,13,145,0,206,73,2265,1417,141,520,1,145,0,11,30,8.03532008830022,0.573951434878587,6.40176600441501,0,9.09492273730684,3.22295805739514,22.9580573951435,72.6710816777042,0.125827814569536,Y,N,N
93,12,2,Wu,Essaibi-George,Flaherty,Mejia,143,92,202,138,16,122,62,148,928,5,21.7672413793103,1202,Y,103,1202,2361,171,1767,17,17,1,288,100,2361,39,1664,529,9,17,1,45,57,74.8411689961881,0.72003388394748,0.72003388394748,0.0423549343498518,12.1982210927573,4.23549343498518,22.4057602710716,7.24269377382465,0.0855569673867005,N,N,N
94,11,4,Wu,Mejia,Essaibi-George,St. Guillen,120,152,232,217,31,54,99,156,1068,7,21.7228464419476,1104,N,95,1104,2245,736,813,37,44,0,457,158,2245,406,709,1027,12,41,0,10,40,36.2138084632517,1.64810690423163,1.95991091314031,0,20.3563474387528,7.03786191536748,45.7461024498887,32.7839643652561,0.103340757238307,N,N,Y
95,11,1,Wu,Essaibi-George,Mejia,St. Guillen,44,85,112,92,9,35,35,100,516,4,21.7054263565892,1101,Y,92,1101,912,357,429,3,31,0,58,34,912,307,392,150,3,31,0,6,23,47.0394736842105,0.328947368421053,3.39912280701754,0,6.35964912280702,3.7280701754386,16.4473684210526,39.1447368421053,0.12280701754386,N,N,N
96,22,2,Wu,Essaibi-George,Flaherty,St. Guillen,185,137,261,137,112,82,81,204,1203,4,21.6957605985037,2202,N,243,2202,2937,1933,163,8,404,2,315,112,2937,1738,146,480,3,401,2,98,69,5.54988083077971,0.272386789240722,13.7555328566564,0.0680966973101804,10.7252298263534,3.81341504937011,16.3432073544433,65.8154579502894,0.0888661899897855,Y,N,N
97,17,14,Wu,Essaibi-George,Flaherty,Mejia,149,75,199,110,80,77,52,171,918,5,21.677559912854,1714,Y,169,1714,1412,429,821,0,70,3,45,44,1412,397,792,106,0,70,0,17,30,58.1444759206799,0,4.95750708215297,0.212464589235128,3.18696883852691,3.11614730878187,7.5070821529745,30.3824362606232,0.140934844192635,N,N,N
98,2,7,Flaherty,Wu,Murphy,Essaibi-George,189,63,180,48,130,73,36,113,832,0,21.6346153846154,0207,N,22,0207,1359,1256,26,0,63,0,5,9,1359,1230,25,28,0,63,0,4,9,1.91317144959529,0,4.63576158940397,0,0.367917586460633,0.662251655629139,2.06033848417954,92.420897718911,0.132450331125828,Y,N,N
99,22,9,Essaibi-George,Wu,Flaherty,St. Guillen,111,86,161,62,56,45,45,177,745,2,21.6107382550336,2209,N,250,2209,2018,1564,40,0,319,2,33,60,2018,1498,37,99,0,319,2,11,52,1.98216055500496,0,15.8077304261645,0.0991080277502478,1.63528245787909,2.97324083250743,4.90584737363726,77.5024777006938,0.0797819623389494,Y,N,N
100,8,1,Wu,Flaherty,St. Guillen/Mejia,St. Guillen/Mejia,76,73,113,73,36,28,48,73,523,3,21.6061185468451,0801,N,71,0801,1484,598,376,3,176,4,265,62,1484,436,334,489,3,176,4,13,29,25.3369272237197,0.202156334231806,11.8598382749326,0.269541778975741,17.8571428571429,4.17789757412399,32.9514824797844,40.2964959568733,0.0761455525606469,Y,N,N
101,18,6,Wu,Flaherty,Mejia/Essaibi-George,Mejia/Essaibi-George,221,80,245,164,55,143,60,164,1135,3,21.5859030837004,1806,Y,175,1806,1999,171,1672,8,13,0,69,66,1999,110,1632,184,7,13,0,6,47,83.6418209104552,0.400200100050025,0.650325162581291,0,3.45172586293147,3.30165082541271,9.20460230115058,8.55427713856928,0.12256128064032,N,N,N
102,12,3,Wu,Garrison,Mejia,Flaherty,64,47,98,68,8,71,34,64,455,1,21.5384615384615,1203,Y,104,1203,794,55,604,4,24,1,75,31,794,20,564,151,1,24,1,11,22,76.0705289672544,0.503778337531486,3.02267002518892,0.125944584382872,9.44584382871536,3.90428211586902,19.0176322418136,6.92695214105794,0.123425692695214,N,N,N
103,11,5,Wu,Mejia,St. Guillen,Essaibi-George,103,138,192,167,21,58,84,128,892,1,21.5246636771301,1105,N,96,1105,1825,711,596,15,26,0,377,100,1825,440,505,803,7,26,0,11,33,32.6575342465754,0.821917808219178,1.42465753424658,0,20.6575342465753,5.47945205479452,44,38.958904109589,0.105205479452055,N,N,Y
104,14,3,Wu,Flaherty,Essaibi-George,Mejia,69,32,80,57,9,42,16,66,372,1,21.505376344086,1403,Y,123,1403,1549,75,1077,23,18,1,277,78,1549,20,987,459,17,18,1,11,36,69.5287282117495,1.48482892188509,1.16204002582311,0.0645577792123951,17.8825048418334,5.03550677856682,29.6320206584893,4.84183344092963,0.0516462233699161,N,N,N
105,19,11,Wu,Mejia,St. Guillen,Essaibi-George,91,133,186,167,30,44,90,125,867,1,21.4532871972318,1911,N,203,1911,1386,469,390,7,73,0,364,83,1386,232,342,694,2,73,0,7,36,28.1385281385281,0.505050505050505,5.26695526695527,0,26.2626262626263,5.98845598845599,50.0721500721501,33.8383838383838,0.134199134199134,N,N,Y
106,22,8,Wu,Flaherty,Essaibi-George,Murphy,134,64,145,43,70,54,41,122,676,3,21.4497041420118,2208,N,249,2208,2065,1583,61,1,357,0,26,37,2065,1505,58,108,1,354,0,8,31,2.95399515738499,0.0484261501210654,17.2881355932203,0,1.2590799031477,1.79176755447942,5.23002421307506,76.6585956416465,0.0702179176755448,Y,N,N
107,20,7,Wu,Essaibi-George,Flaherty,St. Guillen,148,132,206,75,100,67,58,171,963,6,21.3914849428868,2007,N,212,2007,1072,977,41,4,28,0,13,9,1072,933,37,62,4,28,0,2,6,3.82462686567164,0.373134328358209,2.61194029850746,0,1.21268656716418,0.83955223880597,5.78358208955224,91.1380597014925,0.192164179104478,Y,N,N
108,21,16,Wu,Essaibi-George,Flaherty,St. Guillen,111,108,171,99,43,63,73,129,801,4,21.3483146067416,2116,N,241,2116,5369,4299,265,4,567,0,88,146,5369,4024,248,393,4,564,0,11,125,4.93574222387782,0.0745017694170236,10.5606258148631,0,1.63903892717452,2.71931458372136,7.31979884522257,80.0707766809462,0.0318495064257776,Y,N,N
109,3,4,Wu,Flaherty,Essaibi-George,Garrison,127,55,130,38,55,61,27,108,611,10,21.2765957446809,0304,N,26,0304,1910,1823,14,6,37,2,9,19,1910,1766,14,69,5,37,2,4,13,0.732984293193717,0.31413612565445,1.93717277486911,0.104712041884817,0.471204188481675,0.994764397905759,3.61256544502618,95.4450261780105,0.0680628272251309,Y,N,N
110,22,11,Wu,Flaherty,Essaibi-George,Murphy,151,69,157,64,74,69,28,128,742,2,21.1590296495957,2211,N,252,2211,1315,1019,66,5,155,0,29,41,1315,949,64,109,1,152,0,12,28,5.01901140684411,0.380228136882129,11.787072243346,0,2.20532319391635,3.11787072243346,8.28897338403042,77.4904942965779,0.119391634980989,Y,N,N
111,10,4,Wu,Mejia,St. Guillen,Flaherty,127,142,198,157,85,41,89,93,939,7,21.0862619808307,1004,N,86,1004,2606,1298,421,19,561,3,209,95,2606,1128,367,477,13,556,3,5,57,16.1550268610898,0.729086722947045,21.527244819647,0.115118956254797,8.0199539524175,3.64543361473523,18.3039140445127,49.8081350729087,0.0759785111281658,Y,N,N
112,12,9,Wu,Mejia,Essaibi-George,Garrison,65,46,103,81,9,79,22,80,489,4,21.0633946830266,1209,Y,110,1209,1116,95,802,7,15,1,134,62,1116,23,764,268,4,15,1,9,32,71.8637992831541,0.627240143369176,1.34408602150538,0.0896057347670251,12.0071684587814,5.55555555555556,24.0143369175627,8.51254480286738,0.0922939068100358,N,N,N
113,10,5,Wu,Essaibi-George,Mejia,St. Guillen,82,88,126,90,18,44,44,107,600,1,21,1005,N,87,1005,2078,1539,228,7,135,0,97,72,2078,1448,208,225,3,135,0,8,51,10.9720885466795,0.336862367661213,6.49663137632339,0,4.66794995187681,3.46487006737247,10.827718960539,74.0615976900866,0.0606352261790183,Y,N,N
114,10,3,Wu,St. Guillen,Essaibi-George,Flaherty,61,68,78,37,20,25,21,62,372,0,20.9677419354839,1003,N,85,1003,2020,1403,193,12,256,3,83,70,2020,1306,166,228,6,256,3,5,50,9.55445544554455,0.594059405940594,12.6732673267327,0.148514851485149,4.10891089108911,3.46534653465347,11.2871287128713,69.4554455445545,0.0386138613861386,Y,N,N
115,17,9,Wu,Essaibi-George,Mejia,St. Guillen,89,93,161,94,56,50,73,151,768,1,20.9635416666667,1709,Y,164,1709,1032,430,463,3,55,0,49,32,1032,387,444,97,3,55,0,18,28,44.8643410852713,0.290697674418605,5.32945736434108,0,4.74806201550388,3.10077519379845,9.39922480620155,41.6666666666667,0.156007751937984,N,N,N
116,18,22,Wu,Flaherty,Essaibi-George,Murphy,240,116,284,137,175,100,66,239,1360,3,20.8823529411765,1822,N,191,1822,1753,1115,385,4,32,2,162,53,1753,945,355,387,1,28,2,10,25,21.9623502567028,0.228180262407302,1.82544209925841,0.114090131203651,9.24130062749572,3.02338847689675,22.0764403879064,63.6052481460354,0.162007986309184,Y,N,N
117,2,4,Wu,Flaherty,Essaibi-George,Murphy,145,71,148,43,93,52,39,119,711,1,20.8157524613221,0204,N,19,0204,1457,1040,132,5,146,0,90,44,1457,966,100,230,0,145,0,3,13,9.05971173644475,0.343170899107756,10.0205902539465,0,6.1770761839396,3.01990391214825,15.7858613589568,71.3795470144132,0.101578586135896,Y,N,N
119,1,8,Wu,Essaibi-George,Flaherty,Mejia,123,93,150,106,45,30,50,126,725,2,20.6896551724138,0108,N,8,0108,2902,1700,119,18,191,0,723,151,2902,912,76,1669,5,188,0,8,44,4.10062026188835,0.62026188835286,6.58166781529979,0,24.9138525155065,5.20330806340455,57.5120606478291,58.5802894555479,0.0516884906960717,Y,N,N
120,18,5,Flaherty,Wu,Mejia,Essaibi-George,173,70,171,129,38,89,39,117,827,1,20.677146311971,1805,Y,174,1805,1923,104,1681,24,4,0,56,54,1923,82,1630,147,10,4,0,13,37,87.4154966198648,1.24804992199688,0.208008320332813,0,2.91211648465939,2.80811232449298,7.64430577223089,5.40821632865315,0.0889235569422777,N,N,N
121,18,3,Wu,Essaibi-George,Flaherty,Mejia,138,73,184,123,43,118,58,152,890,1,20.6741573033708,1803,Y,172,1803,2048,98,1776,19,18,2,68,67,2048,51,1727,178,15,17,2,7,51,86.71875,0.927734375,0.87890625,0.09765625,3.3203125,3.271484375,8.69140625,4.78515625,0.08984375,N,N,N
122,2,2,Flaherty/Wu,Flaherty/Wu,Essaibi-George,Murphy,213,102,213,108,128,71,51,151,1039,2,20.5004812319538,0202,N,17,0202,3716,2422,367,11,602,7,220,87,3716,2182,309,540,5,601,7,22,50,9.8762109795479,0.296017222820237,16.200215285253,0.188374596340151,5.92034445640474,2.34122712594187,14.5317545748116,65.1776103336921,0.0573196986006458,Y,N,N
123,6,1,Wu,Flaherty,Essaibi-George,Murphy,289,150,316,149,165,119,92,257,1544,7,20.4663212435233,0601,N,52,0601,4089,3123,260,7,332,2,253,112,4089,2899,190,582,4,330,2,16,66,6.35852286622646,0.171191000244559,8.11934458302763,0.0489117143555882,6.1873318659819,2.73905600391294,14.2333088774761,76.3756419662509,0.0772805086818293,Y,N,N
124,2,1,Flaherty,Wu,Murphy,Essaibi-George,260,82,228,47,196,74,53,168,1116,8,20.4301075268817,0201,N,16,0201,1690,1606,11,0,51,1,15,6,1690,1586,9,36,0,51,1,1,6,0.650887573964497,0,3.01775147928994,0.0591715976331361,0.887573964497041,0.355029585798816,2.1301775147929,95.0295857988166,0.13491124260355,Y,N,N
125,1,4,Wu,Essaibi-George,St. Guillen,Mejia,51,57,79,54,21,19,36,66,387,4,20.4134366925065,0104,N,4,0104,1884,1097,57,12,38,1,555,124,1884,512,43,1203,6,37,0,59,24,3.02547770700637,0.636942675159236,2.01698513800425,0.0530785562632696,29.4585987261147,6.58174097664544,63.8535031847134,58.2271762208068,0.041932059447983,N,N,Y
126,18,14,Wu,Flaherty,Mejia,Essaibi-George,71,48,81,60,28,37,16,52,397,4,20.4030226700252,1814,Y,183,1814,1284,345,692,5,23,0,169,50,1284,222,647,349,2,20,0,17,27,53.8940809968847,0.389408099688474,1.79127725856698,0,13.1619937694704,3.89408099688473,27.1806853582554,26.8691588785047,0.0630841121495327,N,N,N
127,18,8,Wu,Flaherty,Essaibi-George,Mejia,197,95,216,139,52,127,54,177,1059,2,20.3966005665722,1808,Y,177,1808,3041,859,1642,15,58,2,356,109,3041,566,1548,791,5,57,2,16,56,53.9953962512332,0.493258796448537,1.90726734626768,0.0657678395264716,11.7066754357119,3.5843472541927,26.0111805327195,28.2472870766195,0.0710292666885893,N,N,N
128,2,5,Flaherty,Wu,Murphy,Essaibi-George,160,64,149,45,121,50,31,111,732,1,20.3551912568306,0205,N,20,0205,1602,1561,6,0,22,1,3,9,1602,1548,6,18,0,21,0,1,8,0.374531835205992,0,1.37328339575531,0.0624219725343321,0.187265917602996,0.561797752808989,1.12359550561798,97.4406991260924,0.0930087390761548,Y,N,N
129,20,6,Wu,Essaibi-George,Flaherty,Murphy,290,172,318,70,196,131,90,297,1568,4,20.280612244898,2006,N,211,2006,1978,1797,67,8,64,1,17,24,1978,1735,67,82,7,63,1,3,20,3.38725985844287,0.404448938321537,3.2355915065723,0.0505561172901921,0.859453993933266,1.21334681496461,4.14560161779575,90.8493427704752,0.160768452982811,Y,N,N
130,18,15,Wu,Essaibi-George,Flaherty,Mejia,124,65,143,99,35,56,46,137,707,2,20.2263083451202,1815,Y,184,1815,1723,301,1195,6,20,0,151,50,1723,215,1131,330,5,20,0,4,18,69.3557748113755,0.348229831688915,1.16076610562972,0,8.76378409750435,2.90191526407429,19.1526407428903,17.4695298897272,0.0829947765525247,N,N,N
131,1,1,Wu,Essaibi-George,Halbert,Flaherty,119,92,180,93,51,54,136,162,892,5,20.1793721973094,0101,N,1,0101,1717,1369,55,7,49,4,173,60,1717,1074,38,503,3,45,0,27,27,3.20326150262085,0.40768782760629,2.85381479324403,0.23296447291788,10.0757134536983,3.4944670937682,29.2952824694234,79.7320908561444,0.104834012813046,Y,N,N
132,11,3,Wu,Mejia,Flaherty,Essaibi-George,78,57,100,97,11,59,16,77,496,1,20.1612903225806,1103,Y,94,1103,1385,196,891,9,13,1,195,80,1385,90,786,445,6,13,1,12,32,64.3321299638989,0.649819494584838,0.938628158844765,0.0722021660649819,14.0794223826715,5.77617328519856,32.129963898917,14.1516245487365,0.0722021660649819,N,N,N
133,14,5,Wu,Essaibi-George,Flaherty,Mejia,73,42,86,50,24,41,34,75,427,2,20.1405152224824,1405,Y,125,1405,1439,36,1278,5,11,1,70,38,1439,9,1231,155,2,11,1,2,28,88.8116747741487,0.347463516330785,0.764419735927728,0.0694927032661571,4.86448922863099,2.64072272411397,10.7713690062543,2.50173731758165,0.0597637248088951,N,N,N
134,18,23,Wu,Mejia,Flaherty,St. Guillen,85,74,117,110,32,52,47,63,584,4,20.0342465753425,1823,Y,192,1823,1195,255,743,6,11,0,148,32,1195,165,696,305,0,11,0,8,10,62.1757322175732,0.502092050209205,0.920502092050209,0,12.3849372384937,2.67782426778243,25.5230125523013,21.3389121338912,0.097907949790795,N,N,N
