,TITO JACKSON,JOSEPH A WILEY,ROBERT CAPPUCCI,MARTIN J WALSH,DONALD OSGOOD SR (WRITE-IN),ALL OTHERS,VOTES CAST,BLANKS,BALLOTS CAST,Walsh Percentage of votes,Jackson Percentage of votes,Ward_Precinct,Registered Voters,Turnout,Unnamed: 0,Precinct,Total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total.1,White (alone),Black or African American (alone),Hispanic or Latino (alone),American Indian and Alaska Native (alone),Asian (alone),Native Hawaiian and Other Pacific Islander (alone),Some Other Race/Ethnicity (alone),Two or More Races/Ethnicities  (alone),Black Percentage,Native American Percentage,Asian Percentage,Native Hawaiian/Pacific Islander Percentage,Other Race Percentage,Two or more races Percentage,Hispanic Percentage,White Percentage,Ward_Precinct_BallotXTurnout
178,43,0,17,129,0,1,190,0,190,67.89473684,22.63157895,1812,1530,0.1241830065,181,1812,1777,951,600,11,40,1,114,60,1777,803,561,342,8,38,1,3,21,33.76477209,0.6190208216,2.250984806,0.05627462015,6.415306697,3.376477209,19.24592009,53.51716376,23.59477124
179,22,0,4,78,0,1,105,0,105,74.28571429,20.95238095,1813,916,0.114628821,182,1813,1147,381,578,3,33,0,116,36,1147,286,546,246,2,33,0,13,21,50.39232781,0.2615518745,2.877070619,0,10.11333915,3.138622493,21.44725371,33.21708806,12.0360262
180,30,0,3,72,0,2,107,0,107,67.28971963,28.03738318,1814,1040,0.1028846154,183,1814,1284,345,692,5,23,0,169,50,1284,222,647,349,2,20,0,17,27,53.894081,0.3894080997,1.791277259,0,13.16199377,3.894080997,27.18068536,26.86915888,11.00865385
181,58,0,7,105,0,2,172,0,172,61.04651163,33.72093023,1815,1460,0.1178082192,184,1815,1723,301,1195,6,20,0,151,50,1723,215,1131,330,5,20,0,4,18,69.35577481,0.3482298317,1.160766106,0,8.763784098,2.901915264,19.15264074,17.46952989,20.2630137
182,62,3,40,271,0,3,379,0,379,71.50395778,16.35883905,1816,1636,0.2316625917,185,1816,1733,1194,380,8,39,5,73,34,1733,1118,355,191,2,38,0,7,22,21.92729371,0.461627236,2.250432776,0.2885170225,4.212348529,1.961915753,11.02135026,68.89786497,87.80012225
183,35,4,14,177,0,3,233,0,233,75.96566524,15.02145923,1817,1565,0.1488817891,186,1817,1650,689,665,10,44,1,171,70,1650,576,616,374,4,44,1,7,28,40.3030303,0.6060606061,2.666666667,0.06060606061,10.36363636,4.242424242,22.66666667,41.75757576,34.68945687
184,76,2,11,217,0,2,308,1,309,70.22653722,24.59546926,1818,1977,0.1562974203,187,1818,2356,1007,985,6,17,4,253,84,2356,827,913,537,4,17,0,16,42,41.80814941,0.2546689304,0.7215619694,0.1697792869,10.7385399,3.565365025,22.79286927,42.74193548,48.29590288
185,71,3,9,178,1,3,265,0,265,67.16981132,26.79245283,1819,2526,0.104908947,188,1819,2594,1046,1180,8,70,3,199,88,2594,864,1125,467,3,68,0,17,50,45.48959136,0.3084040093,2.698535081,0.1156515035,7.67154973,3.392444102,18.00308404,40.32382421,27.80087094
186,80,1,28,288,0,4,401,0,401,71.82044888,19.95012469,1820,2037,0.1968581247,189,1820,2279,1486,518,5,42,1,169,58,2279,1417,490,254,4,42,1,38,33,22.72926722,0.2193944713,1.842913559,0.04387889425,7.415533129,2.544975867,11.14523914,65.20403686,78.940108
187,119,0,2,145,0,2,268,0,268,54.10447761,44.40298507,1821,1983,0.1351487645,190,1821,2119,111,1810,11,2,0,123,62,2119,61,1748,237,7,1,0,20,45,85.41764983,0.5191127891,0.09438414346,0,5.804624823,2.925908447,11.184521,5.238319962,36.21986889
188,63,4,17,164,0,1,249,0,249,65.86345382,25.30120482,1822,1661,0.149909693,191,1822,1753,1115,385,4,32,2,162,53,1753,945,355,387,1,28,2,10,25,21.96235026,0.2281802624,1.825442099,0.1140901312,9.241300627,3.023388477,22.07644039,63.60524815,37.32751355
189,42,4,4,102,0,0,152,0,152,67.10526316,27.63157895,1823,1386,0.1096681097,192,1823,1195,255,743,6,11,0,148,32,1195,165,696,305,0,11,0,8,10,62.17573222,0.5020920502,0.9205020921,0,12.38493724,2.677824268,25.52301255,21.33891213,16.66955267
190,124,5,3,75,0,1,208,0,208,36.05769231,59.61538462,1901,1344,0.1547619048,193,1901,1990,1588,118,17,69,0,112,86,1990,1438,104,327,4,67,0,10,40,5.929648241,0.8542713568,3.467336683,0,5.628140704,4.32160804,16.4321608,79.79899497,32.19047619
191,110,3,16,179,0,1,309,0,309,57.92880259,35.5987055,1902,1529,0.2020928712,194,1902,1878,1545,87,7,177,0,15,47,1878,1497,83,82,6,175,0,0,35,4.632587859,0.3727369542,9.424920128,0,0.7987220447,2.502662407,4.366347178,82.26837061,62.44669719
192,86,1,3,82,0,0,172,0,172,47.6744186,50,1903,1071,0.1605975724,195,1903,1308,1121,61,4,65,3,19,35,1308,1080,59,66,0,64,3,6,30,4.663608563,0.3058103976,4.96941896,0.2293577982,1.452599388,2.675840979,5.04587156,85.70336391,27.62278245
193,153,1,2,122,0,0,278,1,279,43.72759857,54.83870968,1904,1537,0.1815224463,196,1904,1234,1038,61,3,41,0,48,43,1234,980,57,114,2,41,0,5,35,4.943273906,0.2431118314,3.322528363,0,3.889789303,3.484602917,9.238249595,84.11669368,50.64476252
194,106,0,7,116,0,1,230,0,230,50.43478261,46.08695652,1905,1306,0.1761102603,197,1905,1582,1239,158,8,70,0,71,36,1582,1125,143,209,5,70,0,8,22,9.987357775,0.5056890013,4.424778761,0,4.487989886,2.275600506,13.21112516,78.31858407,40.50535988
195,181,4,5,115,0,0,305,1,306,37.58169935,59.1503268,1906,1736,0.1762672811,198,1906,1665,1390,123,8,69,0,33,42,1665,1319,110,125,6,69,0,6,30,7.387387387,0.4804804805,4.144144144,0,1.981981982,2.522522523,7.507507508,83.48348348,53.93778802
196,142,0,7,88,0,3,240,0,240,36.66666667,59.16666667,1907,1735,0.1383285303,199,1907,1717,1105,211,8,136,0,184,73,1717,941,198,388,2,136,0,11,41,12.28887595,0.4659289458,7.920792079,0,10.71636575,4.251601631,22.59755387,64.35643564,33.19884726
197,74,2,3,59,0,1,139,0,139,42.44604317,53.23741007,1908,843,0.1648873072,200,1908,843,754,27,1,28,0,12,21,843,728,27,38,1,28,0,4,17,3.202846975,0.118623962,3.321470937,0,1.423487544,2.491103203,4.507710558,89.44246738,22.91933571
198,68,2,1,62,0,0,133,0,133,46.61654135,51.12781955,1909,830,0.1602409639,201,1909,844,707,40,1,66,0,11,19,844,661,39,60,0,66,0,3,15,4.739336493,0.1184834123,7.819905213,0,1.303317536,2.251184834,7.109004739,83.76777251,21.31204819
199,100,3,17,142,0,5,267,0,267,53.1835206,37.45318352,1910,1698,0.1572438163,202,1910,1817,1097,474,6,36,3,142,59,1817,928,425,394,4,35,3,6,22,26.08695652,0.3302146395,1.981287837,0.1651073198,7.815079802,3.247110622,21.68409466,60.37424326,41.98409894
200,81,2,1,75,0,1,160,0,160,46.875,50.625,1911,1624,0.09852216749,203,1911,1386,469,390,7,73,0,364,83,1386,232,342,694,2,73,0,7,36,28.13852814,0.5050505051,5.266955267,0,26.26262626,5.988455988,50.07215007,33.83838384,15.7635468
201,95,1,15,134,0,1,246,0,246,54.47154472,38.61788618,1912,1186,0.2074198988,204,1912,1133,750,237,7,19,1,74,45,1133,656,220,212,5,18,1,1,20,20.91791703,0.6178287732,1.676963813,0.08826125331,6.531332745,3.971756399,18.7113857,66.19593998,51.02529511
202,56,1,7,91,0,0,155,0,155,58.70967742,36.12903226,1913,1102,0.1406533575,205,1913,1850,792,581,10,42,5,321,99,1850,516,516,732,2,42,4,9,29,31.40540541,0.5405405405,2.27027027,0.2702702703,17.35135135,5.351351351,39.56756757,42.81081081,21.80127042
203,75,2,30,167,0,2,276,1,277,60.28880866,27.07581227,2001,1524,0.1817585302,206,2001,1872,1672,79,4,55,0,44,18,1872,1603,71,115,1,54,0,13,15,4.22008547,0.2136752137,2.938034188,0,2.35042735,0.9615384615,6.143162393,89.31623932,50.34711286
204,95,5,9,127,0,1,237,0,237,53.58649789,40.08438819,2002,1626,0.1457564576,207,2002,1786,1285,248,9,67,0,120,57,1786,1129,218,333,3,66,0,7,30,13.88577828,0.5039193729,3.751399776,0,6.718924972,3.191489362,18.6450168,71.94848824,34.54428044
205,48,4,24,135,0,1,212,1,213,63.38028169,22.53521127,2003,1674,0.1272401434,208,2003,1967,1118,543,4,121,0,133,48,1967,1001,508,298,4,121,0,7,28,27.60549059,0.2033553635,6.151499746,0,6.761565836,2.440264362,15.14997458,56.8378241,27.10215054
206,97,4,11,109,0,0,221,0,221,49.32126697,43.89140271,2004,1208,0.1829470199,209,2004,1132,972,74,0,21,0,42,23,1132,941,69,85,0,21,0,3,13,6.537102473,0,1.855123675,0,3.71024735,2.03180212,7.508833922,85.86572438,40.43129139
207,46,3,41,204,0,2,296,1,297,68.68686869,15.48821549,2005,1576,0.1884517766,210,2005,2961,2444,180,6,183,1,106,41,2961,2324,161,245,4,183,1,10,33,6.079027356,0.2026342452,6.180344478,0.0337723742,3.579871665,1.384667342,8.274231678,82.53968254,55.97017766
208,66,4,56,193,0,2,321,1,322,59.9378882,20.49689441,2006,1663,0.1936259771,211,2006,1978,1797,67,8,64,1,17,24,1978,1735,67,82,7,63,1,3,20,3.387259858,0.4044489383,3.235591507,0.05055611729,0.8594539939,1.213346815,4.145601618,90.84934277,62.34756464
209,45,0,21,127,0,1,194,0,194,65.46391753,23.19587629,2007,1001,0.1938061938,212,2007,1072,977,41,4,28,0,13,9,1072,933,37,62,4,28,0,2,6,3.824626866,0.3731343284,2.611940299,0,1.212686567,0.8395522388,5.78358209,91.1380597,37.5984016
210,52,1,17,88,0,0,158,0,158,55.69620253,32.91139241,2008,1200,0.1316666667,213,2008,1391,1117,113,8,45,0,70,38,1391,1056,102,162,1,45,0,2,23,8.123652049,0.5751258088,3.235082674,0,5.032350827,2.731847592,11.64629763,80.30194105,20.80333333
211,62,0,27,127,0,0,216,0,216,58.7962963,28.7037037,2009,1332,0.1621621622,214,2009,1481,1136,188,1,14,0,109,33,1481,1027,176,243,0,14,0,7,14,12.69412559,0.06752194463,0.9453072248,0,7.359891965,2.228224173,16.40783255,76.7049291,35.02702703
212,63,1,67,220,0,2,353,0,353,62.32294618,17.8470255,2010,1914,0.184430512,215,2010,1488,1248,71,0,95,1,53,20,1488,1191,60,122,0,94,1,8,12,4.771505376,0,6.384408602,0.06720430108,3.561827957,1.344086022,8.198924731,83.87096774,65.10397074
213,57,0,28,89,0,1,175,0,175,50.85714286,32.57142857,2011,775,0.2258064516,216,2011,816,732,22,0,40,1,7,14,816,708,18,35,0,40,1,1,13,2.696078431,0,4.901960784,0.1225490196,0.8578431373,1.715686275,4.289215686,89.70588235,39.51612903
214,26,0,24,147,3,0,200,0,200,73.5,13,2012,1057,0.1892147588,217,2012,1044,989,15,0,30,0,5,5,1044,974,14,23,0,30,0,0,3,1.436781609,0,2.873563218,0,0.4789272031,0.4789272031,2.203065134,94.73180077,37.84295175
215,37,1,19,122,0,4,183,0,183,66.66666667,20.21857923,2013,966,0.1894409938,218,2013,952,858,19,0,56,1,12,6,952,842,19,29,0,56,1,3,2,1.995798319,0,5.882352941,0.1050420168,1.260504202,0.6302521008,3.046218487,90.12605042,34.66770186
216,46,6,41,118,0,1,212,0,212,55.66037736,21.69811321,2014,933,0.2272240086,219,2014,915,845,18,1,36,0,6,9,915,828,13,28,1,36,0,1,8,1.967213115,0.1092896175,3.93442623,0,0.6557377049,0.9836065574,3.06010929,92.34972678,48.17148982
217,30,1,29,188,3,0,251,0,251,74.90039841,11.95219124,2015,1846,0.1359696641,220,2015,2041,1593,160,7,186,0,69,26,2041,1525,140,154,4,185,0,8,25,7.839294463,0.3429691328,9.113179814,0,3.380695737,1.27388535,7.545320921,78.0499755,34.1283857
218,38,3,66,198,0,1,306,2,308,64.28571429,12.33766234,2016,1848,0.1666666667,221,2016,2031,1704,87,2,164,2,45,27,2031,1640,79,126,0,164,1,8,13,4.283604136,0.0984736583,8.07483998,0.0984736583,2.215657312,1.329394387,6.203840473,83.89955687,51.33333333
219,71,2,51,224,1,2,351,0,351,63.81766382,20.22792023,2017,1966,0.1785350966,222,2017,1926,1763,55,1,84,0,6,17,1926,1708,52,70,0,84,0,0,12,2.855659398,0.05192107996,4.361370717,0,0.3115264798,0.8826583593,3.634475597,91.53686397,62.66581892
220,42,1,28,96,0,2,169,0,169,56.80473373,24.85207101,2018,998,0.1693386774,223,2018,1041,908,48,7,59,0,8,11,1041,880,45,45,2,59,0,5,5,4.610951009,0.6724303554,5.667627281,0,0.7684918348,1.056676273,4.322766571,87.22382325,28.61823647
221,23,0,28,124,0,3,178,0,178,69.66292135,12.92134831,2019,996,0.1787148594,224,2019,1038,961,11,0,56,0,4,6,1038,927,10,41,0,56,0,2,2,1.05973025,0,5.394990366,0,0.3853564547,0.5780346821,3.949903661,92.58188825,31.81124498
222,44,2,27,174,0,2,249,0,249,69.87951807,17.67068273,2020,1777,0.1401238042,225,2020,2367,1882,102,1,283,0,50,49,2367,1796,97,135,1,283,0,15,40,4.309252218,0.04224757076,11.95606253,0,2.112378538,2.070130967,5.703422053,79.50992818,34.89082724
223,29,0,5,44,0,1,79,0,79,55.69620253,36.70886076,2101,1774,0.04453213078,226,2101,3936,2804,140,8,776,5,78,125,3936,2608,132,298,7,773,3,14,101,3.556910569,0.2032520325,19.71544715,0.1270325203,1.981707317,3.175813008,7.571138211,71.2398374,3.518038331
224,5,0,0,7,0,0,12,0,12,58.33333333,41.66666667,2102,1143,0.01049868766,227,2102,6796,4675,223,3,1512,0,115,268,6796,4319,204,525,2,1500,0,20,226,3.281341966,0.04414361389,22.2483814,0,1.692171866,3.943496174,7.725132431,68.79046498,0.125984252
225,20,1,0,10,0,0,31,0,31,32.25806452,64.51612903,2103,1356,0.02286135693,228,2103,3700,2379,137,6,956,1,101,120,3700,2212,127,256,5,946,1,46,107,3.702702703,0.1621621622,25.83783784,0.02702702703,2.72972973,3.243243243,6.918918919,64.2972973,0.7087020649
226,31,1,3,20,0,0,55,2,57,35.0877193,54.38596491,2104,1044,0.05459770115,229,2104,2966,1914,77,2,596,1,240,136,2966,1775,76,326,1,594,1,101,92,2.596089009,0.06743088334,20.09440324,0.03371544167,8.091706001,4.585300067,10.99123399,64.53135536,3.112068966
227,48,1,1,35,0,1,86,1,87,40.22988506,55.17241379,2105,1585,0.05488958991,230,2105,2668,1915,106,2,511,3,64,67,2668,1792,98,184,0,507,2,29,56,3.973013493,0.07496251874,19.15292354,0.1124437781,2.3988006,2.511244378,6.896551724,71.77661169,4.775394322
228,56,1,7,80,0,0,144,0,144,55.55555556,38.88888889,2106,1101,0.1307901907,231,2106,2860,2162,94,5,405,3,108,83,2860,2024,89,216,2,404,3,51,71,3.286713287,0.1748251748,14.16083916,0.1048951049,3.776223776,2.902097902,7.552447552,75.59440559,18.83378747
229,53,0,2,53,0,0,108,1,109,48.62385321,48.62385321,2107,1491,0.07310529846,232,2107,1555,1017,152,5,207,3,107,64,1555,858,131,290,2,206,3,16,49,9.774919614,0.3215434084,13.31189711,0.192926045,6.881028939,4.115755627,18.64951768,65.40192926,7.968477532
230,41,2,0,16,0,0,59,0,59,27.11864407,69.49152542,2108,1759,0.03354178511,233,2108,2811,2080,124,6,433,1,104,63,2811,1981,118,196,2,432,1,31,50,4.411241551,0.2134471718,15.4037709,0.03557452864,3.699750978,2.241195304,6.972607613,73.99501957,1.978965321
231,38,3,1,42,0,0,84,0,84,50,45.23809524,2109,1772,0.04740406321,234,2109,2881,1824,255,11,555,1,140,95,2881,1691,230,304,4,553,1,24,74,8.85109337,0.3818118709,19.26414439,0.03471017008,4.859423811,3.297466158,10.5518917,63.31135023,3.981941309
232,42,0,9,82,0,1,134,1,135,60.74074074,31.11111111,2110,1487,0.0907868191,235,2110,2112,1504,152,2,313,1,74,66,2112,1399,134,214,1,311,1,7,45,7.196969697,0.0946969697,14.82007576,0.04734848485,3.503787879,3.125,10.13257576,71.21212121,12.25622058
233,40,3,5,53,0,1,102,0,102,51.96078431,39.21568627,2111,1715,0.05947521866,236,2111,2664,1982,82,4,465,0,67,64,2664,1890,76,161,2,465,0,18,52,3.078078078,0.1501501502,17.45495495,0,2.515015015,2.402402402,6.043543544,74.3993994,6.066472303
234,42,3,16,122,0,3,186,0,186,65.59139785,22.58064516,2112,1650,0.1127272727,237,2112,2414,2051,85,2,198,2,36,40,2414,1972,76,126,1,196,2,8,33,3.521126761,0.08285004143,8.202154101,0.08285004143,1.491300746,1.657000829,5.21955261,84.96271748,20.96727273
235,40,1,13,209,0,0,263,1,264,79.16666667,15.15151515,2113,2040,0.1294117647,238,2113,2772,2133,52,1,502,1,39,44,2772,2088,48,76,0,502,1,17,40,1.875901876,0.03607503608,18.10966811,0.03607503608,1.406926407,1.587301587,2.741702742,76.94805195,34.16470588
236,30,0,4,20,0,0,54,0,54,37.03703704,55.55555556,2114,996,0.05421686747,239,2114,1528,1253,44,2,175,0,20,34,1528,1197,42,83,2,175,0,2,27,2.879581152,0.1308900524,11.45287958,0,1.308900524,2.22513089,5.431937173,82.0026178,2.927710843
237,33,1,0,33,0,1,68,0,68,48.52941176,48.52941176,2115,1235,0.05506072874,240,2115,1905,1545,54,6,236,2,32,30,1905,1488,53,87,4,235,2,11,25,2.834645669,0.3149606299,12.38845144,0.1049868766,1.679790026,1.57480315,4.566929134,81.1023622,3.744129555
238,37,1,7,72,0,1,118,2,120,60,30.83333333,2116,1553,0.07726980039,241,2116,5369,4299,265,4,567,0,88,146,5369,4024,248,393,4,564,0,11,125,4.935742224,0.07450176942,10.56062581,0,1.639038927,2.719314584,7.319798845,80.07077668,9.272376046
239,101,0,17,119,0,0,237,2,239,49.79079498,42.25941423,2201,1923,0.1242849714,242,2201,5112,3220,357,17,1026,1,278,213,5112,2804,315,712,8,1022,1,68,182,6.983568075,0.3325508607,20.07042254,0.01956181534,5.438184664,4.166666667,13.92801252,62.98904538,29.70410816
240,116,6,15,102,0,1,240,2,242,42.14876033,47.9338843,2202,2322,0.1042204996,243,2202,2937,1933,163,8,404,2,315,112,2937,1738,146,480,3,401,2,98,69,5.549880831,0.2723867892,13.75553286,0.06809669731,10.72522983,3.813415049,16.34320735,65.81545795,25.2213609
241,74,3,13,121,0,0,211,0,211,57.34597156,35.07109005,2203,1891,0.111581174,244,2203,2369,1875,78,3,306,0,73,34,2369,1787,70,157,3,305,0,21,26,3.292528493,0.1266357113,12.91684255,0,3.081468974,1.435204728,6.62726889,79.14731954,23.54362771
242,47,1,22,121,0,3,194,1,195,62.05128205,24.1025641,2204,1232,0.1582792208,245,2204,1406,1133,57,0,154,0,42,20,1406,1085,55,87,0,151,0,10,18,4.054054054,0,10.95305832,0,2.987197724,1.422475107,6.187766714,80.58321479,30.86444805
243,23,2,9,57,0,1,92,1,93,61.29032258,24.7311828,2205,1132,0.08215547703,246,2205,1642,1010,116,3,185,0,251,77,1642,894,99,270,1,184,0,136,58,7.06455542,0.1827040195,11.26674787,0,15.2862363,4.689403167,16.44336175,61.51035323,7.640459364
244,45,6,5,66,0,1,123,0,123,53.65853659,36.58536585,2206,1088,0.1130514706,247,2206,1585,1157,41,1,221,0,117,48,1585,1066,32,169,1,221,0,58,38,2.586750789,0.06309148265,13.94321767,0,7.38170347,3.028391167,10.66246057,72.99684543,13.90533088
245,66,5,14,141,0,1,227,1,228,61.84210526,28.94736842,2207,1605,0.1420560748,248,2207,2079,1628,118,4,160,1,121,47,2079,1552,109,164,3,159,1,52,39,5.675805676,0.1924001924,7.696007696,0.0481000481,5.82010582,2.260702261,7.888407888,78.30687831,32.38878505
246,34,1,16,94,0,0,145,2,147,63.94557823,23.1292517,2208,1282,0.1146645866,249,2208,2065,1583,61,1,357,0,26,37,2065,1505,58,108,1,354,0,8,31,2.953995157,0.04842615012,17.28813559,0,1.259079903,1.791767554,5.230024213,76.65859564,16.85569423
247,43,2,10,84,0,2,141,3,144,58.33333333,29.86111111,2209,1328,0.1084337349,250,2209,2018,1564,40,0,319,2,33,60,2018,1498,37,99,0,319,2,11,52,1.982160555,0,15.80773043,0.09910802775,1.635282458,2.973240833,4.905847374,77.5024777,15.61445783
248,57,0,14,129,0,0,200,1,201,64.17910448,28.35820896,2210,1455,0.1381443299,251,2210,2442,1984,90,1,250,0,73,44,2442,1842,81,207,1,248,0,34,29,3.685503686,0.04095004095,10.23751024,0,2.989352989,1.801801802,8.476658477,81.24488124,27.76701031
249,47,2,15,91,0,1,156,0,156,58.33333333,30.12820513,2211,1041,0.1498559078,252,2211,1315,1019,66,5,155,0,29,41,1315,949,64,109,1,152,0,12,28,5.019011407,0.3802281369,11.78707224,0,2.205323194,3.117870722,8.288973384,77.4904943,23.37752161
250,29,4,18,104,0,1,156,1,157,66.24203822,18.47133758,2212,1200,0.1308333333,253,2212,1646,1007,164,8,242,1,158,66,1646,903,138,299,5,242,0,29,30,9.963547995,0.4860267315,14.70230863,0.06075334143,9.599027947,4.009720535,18.16524909,61.17861482,20.54083333
251,22,1,8,80,0,2,113,2,115,69.56521739,19.13043478,2213,930,0.123655914,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.22043011
